"","date","company_name","address","city","county","number_active_cases","number_recovered_cases","industry","total_business","new_total","total_new","total_number_of_cases","percent_closed","x12","latitude","longitude"
"1:502","2020-8-03","Tyson Berry St.",NA,"Springdale","Washington","25","321",NA,NA,NA,13,346,92.77456647,NA,36.1867,-94.1288
"1:503","2020-8-03","Tyson Clarksville",NA,"Clarksville","Johnson","9","197",NA,NA,NA,21,206,95.63106796,NA,35.45813,-93.461807
"1:504","2020-8-03","Tyson Dardanelle",NA,"Dardanelle","Yell","7","73",NA,NA,NA,3,80,91.25,NA,35.223968,-93.158723
"1:505","2020-8-03","Tyson Green Forrest",NA,"Green Forrest","Carroll","8","64",NA,NA,NA,55,72,88.88888889,NA,36.3311,-93.42776
"1:506","2020-8-03","Tyson Nashville",NA,"Nashville","Howard","6","35",NA,NA,NA,15,41,85.36585366,NA,33.927716,-93.845253
"1:507","2020-8-03","Tyson Olrich St.",NA,"Rogers","Benton","11","90",NA,NA,NA,6,101,89.10891089,NA,36.317781,-94.122539
"1:508","2020-8-03","Tyson Rogers Elm St",NA,"Rogers","Benton","20","249",NA,NA,NA,5,269,92.56505576,NA,36.3379,-94.115327
"1:509","2020-8-03","Tyson Tyler Road, Russellville",NA,"Russellville","Pope","7","49",NA,NA,NA,13,56,87.5,NA,35.26983,-93.086249
"1:510","2020-8-03","Wayne Farms",NA,"Danville","Yell","6","193",NA,NA,NA,5,199,96.98492462,NA,35.054,-93.3935
"1:511","2020-8-03","West Tree Services",NA,"Little Rock","Pulaski","5","2",NA,NA,NA,7,7,28.57142857,NA,34.684906,-92.346627
"1:453","2020-7-24","Butterball Ozark",NA,"Ozark","Franklin","7","24",NA,NA,NA,14,31,77.41935484,NA,35.483804,-93.817801
"1:454","2020-7-24","ConAgra",NA,"Russellville","Pope","25","83",NA,NA,NA,17,108,76.85185185,NA,35.275374,-93.094335
"1:455","2020-7-24","Frito Lay Jonesboro",NA,"Jonesboro","Craighead","5","18",NA,NA,NA,23,23,78.26086957,NA,35.814977,-90.559723
"1:456","2020-7-24","George's Poultry Springdale",NA,"Springdale","Washington","1","222",NA,NA,NA,20,232,95.68965517,NA,36.1867,-94.1288
"1:457","2020-7-24","OK Foods",NA,"Fort Smith","Sebastian","30","99",NA,NA,NA,69,129,76.74418605,NA,35.423771,-94.385184
"1:458","2020-7-24","Pilgrim's Pride DeQueen",NA,"DeQueen","Sevier","9","236",NA,NA,NA,2,245,96.32653061,NA,34.096585,-94.409446
"1:459","2020-7-24","Poultry (general)",NA,NA,"Crawford","10","64",NA,NA,NA,1,74,86.48648649,NA,35.580745,-94.2147
"1:460","2020-7-24","Poultry (general)",NA,NA,"Independence","5","7",NA,NA,NA,12,12,58.33333333,NA,35.763111,-91.614386
"1:461","2020-7-24","Poultry (general) All Counties",NA,NA,"All Counties","296","3559",NA,NA,NA,195,3855,92.32166018,NA,NA,NA
"1:462","2020-7-24","Poultry (general) Benton County",NA,NA,"Benton","66","825",NA,NA,NA,27,891,92.59259259,NA,36.372852,-94.208817
"1:463","2020-7-24","Poultry (general) Johnson County",NA,NA,"Johnson","25","159",NA,NA,NA,28,184,86.41304348,NA,35.471472,-93.466573
"1:464","2020-7-24","Poultry (general) Pope County",NA,NA,"Pope","8","149",NA,NA,NA,8,157,94.9044586,NA,35.278417,-93.133786
"1:465","2020-7-24","Poultry (general) Sebastian County",NA,NA,"Sebastian","35","193",NA,NA,NA,20,228,84.64912281,NA,35.385924,-94.398548
"1:466","2020-7-24","Poultry (general) Sevier County",NA,NA,"Sevier","13","297",NA,NA,NA,7,310,95.80645161,NA,33.986786,-94.243888
"1:467","2020-7-24","Poultry (general) Washington County",NA,NA,"Washington","81","1170",NA,NA,NA,57,1251,93.52517986,NA,36.082156,-94.171854
"1:468","2020-7-24","Poultry (general) Yell County",NA,NA,"Yell","19","302",NA,NA,NA,9,321,94.08099688,NA,35.223141,-93.157953
"1:469","2020-7-24","Producers Rice Mill Inc",NA,"Stuttgart","Arkansas","5","7",NA,NA,NA,0,12,58.33333333,NA,34.503828,-91.546949
"1:470","2020-7-24","Simmons Foods",NA,"Gentry","Benton","8","46",NA,NA,NA,25,54,85.18518519,NA,36.29686,-94.44025
"1:471","2020-7-24","Tyson Berry St.",NA,"Springdale","Washington","32","301",NA,NA,NA,7,333,90.39039039,NA,36.1867,-94.1288
"1:472","2020-7-24","Tyson Clarksville",NA,"Clarksville","Johnson","23","162",NA,NA,NA,25,185,87.56756757,NA,35.45813,-93.461807
"1:473","2020-7-24","Tyson Dardanelle",NA,"Dardanelle","Yell","7","70",NA,NA,NA,5,77,90.90909091,NA,35.223968,-93.158723
"1:474","2020-7-24","Tyson Nashville",NA,"Nashville","Howard","7","19",NA,NA,NA,3,26,73.07692308,NA,33.927716,-93.845253
"1:475","2020-7-24","Tyson Olrich St.",NA,"Rogers","Benton","16","79",NA,NA,NA,10,95,83.15789474,NA,36.317781,-94.122539
"1:476","2020-7-24","Tyson Rogers Elm St",NA,"Rogers","Benton","27","237",NA,NA,NA,4,264,89.77272727,NA,36.3379,-94.115327
"1:477","2020-7-24","Tyson Van Buren",NA,"Van Buren","Crawford","5","82",NA,NA,NA,2,87,94.25287356,NA,35.425988,-94.3326
"1:478","2020-7-24","Wayne Farms",NA,"Danville","Yell","9","185",NA,NA,NA,3,194,95.36082474,NA,35.054,-93.3935
"1:421","2020-7-21","Adams Fertilizer Equipment",NA,"DeWitt","Arkansas","7","1",NA,NA,NA,8,8,12.5,NA,34.282096,-91.334354
"1:422","2020-7-21","Butterball Huntsville",NA,"Huntsville","Madison","5","151",NA,NA,NA,5,156,96.79487179,NA,36.10984,-93.736993
"1:423","2020-7-21","Cargill Poultry Springdale",NA,"Springdale","Washington","7","186",NA,NA,NA,12,193,96.37305699,NA,36.1867,-94.1288
"1:424","2020-7-21","ConAgra",NA,"Russellville","Pope","31","60",NA,NA,NA,40,91,65.93406593,NA,35.275374,-93.094335
"1:425","2020-7-21","Evergreen Packaging",NA,"Pine Bluff","Jefferson","8","28",NA,NA,NA,17,36,77.77777778,NA,34.225188,-92.001999
"1:426","2020-7-21","George's Poultry Springdale",NA,"Springdale","Washington","13","299",NA,NA,NA,26,212,141.0377358,NA,36.1867,-94.1288
"1:427","2020-7-21","Ozark Mountain Poultry/Georges",NA,"Rogers","Benton","12","266",NA,NA,NA,1,278,95.68345324,NA,36.34715,-94.12266
"1:428","2020-7-21","Peco",NA,"Pocahontas","Randolph","6","19",NA,NA,NA,25,25,76,NA,36.214054,-90.95445
"1:429","2020-7-21","Pilgrim's Pride DeQueen",NA,"DeQueen","Sevier","13","230",NA,NA,NA,7,243,94.65020576,NA,34.096585,-94.409446
"1:430","2020-7-21","Poultry (general)",NA,NA,"Carroll","5","66",NA,NA,NA,7,71,92.95774648,NA,36.345612,-93.513473
"1:431","2020-7-21","Poultry (general)",NA,NA,"Crawford","16","57",NA,NA,NA,14,73,78.08219178,NA,35.580745,-94.2147
"1:432","2020-7-21","Poultry (general) All Counties",NA,NA,"All Counties","383","3277",NA,NA,NA,354,3660,89.53551913,NA,NA,NA
"1:433","2020-7-21","Poultry (general) Benton County",NA,NA,"Benton","87","777",NA,NA,NA,46,864,89.93055556,NA,36.372852,-94.208817
"1:434","2020-7-21","Poultry (general) Johnson County",NA,NA,"Johnson","24","132",NA,NA,NA,37,156,84.61538462,NA,35.471472,-93.466573
"1:435","2020-7-21","Poultry (general) Pope County",NA,NA,"Pope","17","132",NA,NA,NA,12,149,88.59060403,NA,35.278417,-93.133786
"1:436","2020-7-21","Poultry (general) Randolph County",NA,NA,"Randolph","6","10",NA,NA,NA,16,16,62.5,NA,36.256401,-90.973041
"1:437","2020-7-21","Poultry (general) Sebastian County",NA,NA,"Sebastian","43","165",NA,NA,NA,56,208,79.32692308,NA,35.385924,-94.398548
"1:438","2020-7-21","Poultry (general) Sevier County",NA,NA,"Sevier","18","285",NA,NA,NA,8,303,94.05940594,NA,33.986786,-94.243888
"1:439","2020-7-21","Poultry (general) Washington County",NA,NA,"Washington","99","1094",NA,NA,NA,106,1194,91.62479062,NA,36.082156,-94.171854
"1:440","2020-7-21","Poultry (general) Yell County",NA,NA,"Yell","30","282",NA,NA,NA,14,312,90.38461538,NA,35.223141,-93.157953
"1:441","2020-7-21","Producers Rice Mill Inc",NA,"Stuttgart","Arkansas","8","4",NA,NA,NA,12,12,33.33333333,NA,34.503828,-91.546949
"1:442","2020-7-21","Simmons Foods Van Buren",NA,"Van Buren","Crawford","6","35",NA,NA,NA,41,41,85.36585366,NA,35.427844,-94.337686
"1:443","2020-7-21","Tyson Berry St.",NA,"Springdale","Washington","36","290",NA,NA,NA,10,326,88.95705521,NA,36.1867,-94.1288
"1:444","2020-7-21","Tyson Clarksville",NA,"Clarksville","Johnson","28","132",NA,NA,NA,46,160,82.5,NA,35.45813,-93.461807
"1:445","2020-7-21","Tyson Dardanelle",NA,"Dardanelle","Yell","9","63",NA,NA,NA,6,72,87.5,NA,35.223968,-93.158723
"1:446","2020-7-21","Tyson Nashville",NA,"Nashville","Howard","7","16",NA,NA,NA,23,23,69.56521739,NA,33.927716,-93.845253
"1:447","2020-7-21","Tyson Randall Road",NA,"Springdale","Washington","6","44",NA,NA,NA,10,50,88,NA,36.201311,-94.134535
"1:448","2020-7-21","Tyson Rogers Elm St",NA,"Rogers","Benton","31","229",NA,NA,NA,4,260,88.07692308,NA,36.3379,-94.115327
"1:449","2020-7-21","Tyson Tyler Road, Russellville",NA,"Russellville","Pope","8","35",NA,NA,NA,9,43,81.39534884,NA,35.26983,-93.086249
"1:450","2020-7-21","Tyson Van Buren",NA,"Van Buren","Crawford","7","78",NA,NA,NA,2,85,91.76470588,NA,35.425988,-94.3326
"1:451","2020-7-21","Walmart Batesville",NA,"Batesville","Independence","5","0",NA,NA,NA,5,5,0,NA,35.763111,-91.614386
"1:452","2020-7-21","Wayne Farms",NA,"Danville","Yell","19","172",NA,NA,NA,6,191,90.05235602,NA,35.054,-93.3935
"1:391","2020-7-14","Butterball Huntsville",NA,"Huntsville","Madison","8","143",NA,NA,NA,5,151,94.70198675,NA,36.10984,-93.736993
"1:392","2020-7-14","Cargill Poultry Springdale",NA,"Springdale","Washington","7","174",NA,NA,NA,11,181,96.13259669,NA,36.1867,-94.1288
"1:393","2020-7-14","ConAgra",NA,"Russellville","Pope","21","30",NA,NA,NA,20,51,58.82352941,NA,35.275374,-93.094335
"1:394","2020-7-14","Evergreen Packaging",NA,"Pine Bluff","Jefferson","7","12",NA,NA,NA,19,19,63.15789474,NA,34.225188,-92.001999
"1:395","2020-7-14","George's Poultry Springdale",NA,"Springdale","Washington","11","175",NA,NA,NA,29,186,94.08602151,NA,36.1867,-94.1288
"1:396","2020-7-14","OK Foods",NA,"Fort Smith","Sebastian","20","40",NA,NA,NA,32,60,66.66666667,NA,35.423771,-94.385184
"1:397","2020-7-14","Ozark Mountain Poultry/Georges",NA,"Rogers","Benton","13","264",NA,NA,NA,1,277,95.30685921,NA,36.34715,-94.12266
"1:398","2020-7-14","Pilgrim's Pride DeQueen",NA,"DeQueen","Sevier","14","222",NA,NA,NA,13,236,94.06779661,NA,34.096585,-94.409446
"1:399","2020-7-14","Poultry (general)",NA,NA,"Carroll","7","57",NA,NA,NA,11,64,89.0625,NA,36.345612,-93.513473
"1:400","2020-7-14","Poultry (general)",NA,NA,"Crawford","16","43",NA,NA,NA,18,59,72.88135593,NA,35.580745,-94.2147
"1:401","2020-7-14","Poultry (general) All Counties",NA,NA,"All Counties","434","2872",NA,NA,NA,398,3306,86.8723533,NA,NA,NA
"1:402","2020-7-14","Poultry (general) Benton County",NA,NA,"Benton","107","711",NA,NA,NA,70,818,86.9193154,NA,36.372852,-94.208817
"1:403","2020-7-14","Poultry (general) Johnson County",NA,NA,"Johnson","26","93",NA,NA,NA,40,119,78.1512605,NA,35.471472,-93.466573
"1:404","2020-7-14","Poultry (general) Madison County",NA,NA,"Madison","5","88",NA,NA,NA,3,93,94.62365591,NA,36.086187,-93.741303
"1:405","2020-7-14","Poultry (general) Pope County",NA,NA,"Pope","19","118",NA,NA,NA,43,137,86.13138686,NA,35.278417,-93.133786
"1:406","2020-7-14","Poultry (general) Sebastian County",NA,NA,"Sebastian","27","125",NA,NA,NA,43,152,82.23684211,NA,35.385924,-94.398548
"1:407","2020-7-14","Poultry (general) Sevier County",NA,NA,"Sevier","21","274",NA,NA,NA,29,295,92.88135593,NA,33.986786,-94.243888
"1:408","2020-7-14","Poultry (general) Washington County",NA,NA,"Washington","142","946",NA,NA,NA,94,1088,86.94852941,NA,36.082156,-94.171854
"1:409","2020-7-14","Poultry (general) Yell County",NA,NA,"Yell","45","253",NA,NA,NA,36,298,84.89932886,NA,35.223141,-93.157953
"1:410","2020-7-14","Tyson Berry St.",NA,"Springdale","Washington","53","263",NA,NA,NA,10,316,83.2278481,NA,36.1867,-94.1288
"1:411","2020-7-14","Tyson Broken Bow",NA,"Broken Bow","Out of State","6","51",NA,NA,NA,12,57,89.47368421,NA,34.029276,-94.739104
"1:412","2020-7-14","Tyson Clarksville",NA,"Clarksville","Johnson","25","89",NA,NA,NA,32,114,78.07017544,NA,35.45813,-93.461807
"1:413","2020-7-14","Tyson Dardanelle",NA,"Dardanelle","Yell","13","53",NA,NA,NA,10,66,80.3030303,NA,35.223968,-93.158723
"1:414","2020-7-14","Tyson Green Forrest",NA,"Green Forrest","Carroll","7","40",NA,NA,NA,8,17,235.2941176,NA,36.3311,-93.42776
"1:415","2020-7-14","Tyson Olrich St.",NA,"Rogers","Washington","21","64",NA,NA,NA,11,85,75.29411765,NA,36.317781,-94.122539
"1:416","2020-7-14","Tyson Randall Road",NA,"Springdale","Washington","15","25",NA,NA,NA,3,40,62.5,NA,36.201311,-94.134535
"1:417","2020-7-14","Tyson Rogers Elm St",NA,"Rogers","Benton","76","180",NA,NA,NA,17,256,70.3125,NA,36.3379,-94.115327
"1:418","2020-7-14","Tyson Tyler Road, Russellville",NA,"Russellville","Pope","9","25",NA,NA,NA,10,34,73.52941176,NA,35.26983,-93.086249
"1:419","2020-7-14","Tyson Van Buren",NA,"Van Buren","Crawford","13","70",NA,NA,NA,14,83,84.3373494,NA,35.425988,-94.3326
"1:420","2020-7-14","Wayne Farms",NA,"Danville","Yell","34","151",NA,NA,NA,25,185,81.62162162,NA,35.054,-93.3935
"1:360","2020-7-06","Butterball Huntsville",NA,"Huntsville","Madison","15","131",NA,NA,NA,0,146,89.7260274,NA,36.10984,-93.736993
"1:361","2020-7-06","Cargill Poultry Springdale",NA,"Springdale","Washington","9","161",NA,NA,NA,1,170,94.70588235,NA,36.1867,-94.1288
"1:362","2020-7-06","ConAgra",NA,"Russellville","Pope","17","14",NA,NA,NA,6,31,45.16129032,NA,35.275374,-93.094335
"1:363","2020-7-06","George's Poultry Springdale",NA,"Springdale","Washington","23","139",NA,NA,NA,12,162,85.80246914,NA,36.1867,-94.1288
"1:364","2020-7-06","OK Foods",NA,"Fort Smith","Sebastian","7","21",NA,NA,NA,3,28,75,NA,35.423771,-94.385184
"1:365","2020-7-06","Ozark Mountain Poultry/Georges",NA,"Rogers","Benton","20","256",NA,NA,NA,3,276,92.75362319,NA,36.34715,-94.12266
"1:366","2020-7-06","Pilgrim's Pride DeQueen",NA,"DeQueen","Sevier","19","204",NA,NA,NA,-1,223,91.47982063,NA,34.096585,-94.409446
"1:367","2020-7-06","Poultry (general)",NA,NA,"Carroll","7","46",NA,NA,NA,0,53,86.79245283,NA,36.345612,-93.513473
"1:368","2020-7-06","Poultry (general)",NA,NA,"Crawford","10","31",NA,NA,NA,1,41,75.6097561,NA,35.580745,-94.2147
"1:369","2020-7-06","Poultry (general) All Counties",NA,NA,"All Counties","548","2324",NA,NA,NA,46,2908,79.91746905,NA,NA,NA
"1:370","2020-7-06","Poultry (general) Benton County",NA,NA,"Benton","139","609",NA,NA,NA,6,748,81.4171123,NA,36.372852,-94.208817
"1:371","2020-7-06","Poultry (general) Johnson County",NA,NA,"Johnson","19","60",NA,NA,NA,4,79,75.94936709,NA,35.471472,-93.466573
"1:372","2020-7-06","Poultry (general) Madison County",NA,NA,"Madison","13","77",NA,NA,NA,3,90,85.55555556,NA,36.086187,-93.741303
"1:373","2020-7-06","Poultry (general) Pope County",NA,NA,"Pope","17","77",NA,NA,NA,-1,94,81.91489362,NA,35.278417,-93.133786
"1:374","2020-7-06","Poultry (general) Sebastian County",NA,NA,"Sebastian","24","85",NA,NA,NA,5,109,77.98165138,NA,35.385924,-94.398548
"1:375","2020-7-06","Poultry (general) Sevier County",NA,NA,"Sevier","25","241",NA,NA,NA,6,266,90.60150376,NA,33.986786,-94.243888
"1:376","2020-7-06","Poultry (general) Washington County",NA,NA,"Washington","248","746",NA,NA,NA,19,994,75.05030181,NA,36.082156,-94.171854
"1:377","2020-7-06","Poultry (general) Yell County",NA,NA,"Yell","57","205",NA,NA,NA,1,262,78.24427481,NA,35.223141,-93.157953
"1:378","2020-7-06","Southeast Poultry",NA,"Rogers","Benton","7","66",NA,NA,NA,3,73,90.4109589,NA,36.35182,-94.14769
"1:379","2020-7-06","TMC Logistics",NA,"Bentonville","Benton","6","8",NA,NA,NA,2,14,57.14285714,NA,36.382163,-94.170813
"1:380","2020-7-06","Tyson Berry St.",NA,"Springdale","Washington","80","226",NA,NA,NA,1,306,73.85620915,NA,36.1867,-94.1288
"1:381","2020-7-06","Tyson Clarksville",NA,"Clarksville","Johnson","22","60",NA,NA,NA,4,82,73.17073171,NA,35.45813,-93.461807
"1:382","2020-7-06","Tyson Dardanelle",NA,"Dardanelle","Yell","14","42",NA,NA,NA,-3,56,75,NA,35.223968,-93.158723
"1:383","2020-7-06","Tyson Green Forrest",NA,"Green Forrest","Carroll","11","28",NA,NA,NA,3,39,71.79487179,NA,36.3311,-93.42776
"1:384","2020-7-06","Tyson Mexican Origian",NA,"Fayetteville","Washington","11","31",NA,NA,NA,0,42,73.80952381,NA,36.035882,-94.171423
"1:385","2020-7-06","Tyson Olrich St.",NA,"Rogers","Washington","30","44",NA,NA,NA,-1,74,59.45945946,NA,36.317781,-94.122539
"1:386","2020-7-06","Tyson Randall Road",NA,"Springdale","Washington","19","18",NA,NA,NA,0,37,48.64864865,NA,36.201311,-94.134535
"1:387","2020-7-06","Tyson Rogers Elm St",NA,"Rogers","Benton","122","117",NA,NA,NA,2,239,48.9539749,NA,36.3379,-94.115327
"1:388","2020-7-06","Tyson Tyler Road, Russellville",NA,"Russellville","Pope","8","16",NA,NA,NA,0,24,66.66666667,NA,35.26983,-93.086249
"1:389","2020-7-06","Tyson Van Buren",NA,"Van Buren","Crawford","23","46",NA,NA,NA,2,69,66.66666667,NA,35.425988,-94.3326
"1:390","2020-7-06","Wayne Farms",NA,"Danville","Yell","45","115",NA,NA,NA,0,160,71.875,NA,35.054,-93.3935
"1:321","2020-7-03","Butterball Huntsville",NA,"Huntsville","Madison","23","123",NA,NA,NA,6,146,84.24657534,NA,36.10984,-93.736993
"1:322","2020-7-03","Butterball Ozark",NA,"Ozark","Franklin","5","12",NA,NA,NA,3,17,70.58823529,NA,35.483804,-93.817801
"1:323","2020-7-03","Cargill Poultry Springdale",NA,"Springdale","Washington","13","156",NA,NA,NA,9,169,92.30769231,NA,36.1867,-94.1288
"1:324","2020-7-03","ConAgra",NA,"Russellville","Pope","13","12",NA,NA,NA,10,25,48,NA,35.275374,-93.094335
"1:325","2020-7-03","George's Poultry Springdale",NA,"Springdale","Washington","28","122",NA,NA,NA,17,150,81.33333333,NA,36.1867,-94.1288
"1:326","2020-7-03","Nebo Poultry",NA,"Dardanelle","Yell","11","55",NA,NA,NA,0,66,83.33333333,NA,35.227528,-93.168166
"1:327","2020-7-03","OK Foods",NA,"Fort Smith","Sebastian","11","14",NA,NA,NA,9,25,56,NA,35.423771,-94.385184
"1:328","2020-7-03","Ozark Mountain Poultry/Georges",NA,"Rogers","Benton","32","241",NA,NA,NA,2,273,88.27838828,NA,36.34715,-94.12266
"1:329","2020-7-03","Pilgrim's Pride DeQueen",NA,"DeQueen","Sevier","28","196",NA,NA,NA,7,224,87.5,NA,34.096585,-94.409446
"1:330","2020-7-03","Poultry (general)",NA,NA,"Carroll","10","43",NA,NA,NA,4,53,81.13207547,NA,36.345612,-93.513473
"1:331","2020-7-03","Poultry (general)",NA,NA,"Crawford","12","28",NA,NA,NA,6,40,70,NA,35.580745,-94.2147
"1:332","2020-7-03","Poultry (general) All Counties",NA,NA,"All Counties","726","2136",NA,NA,NA,251,2862,74.63312369,NA,NA,NA
"1:333","2020-7-03","Poultry (general) Benton County",NA,NA,"Benton","191","551",NA,NA,NA,27,742,74.25876011,NA,36.372852,-94.208817
"1:334","2020-7-03","Poultry (general) Johnson County",NA,NA,"Johnson","19","56",NA,NA,NA,15,75,74.66666667,NA,35.471472,-93.466573
"1:335","2020-7-03","Poultry (general) Madison County",NA,NA,"Madison","14","73",NA,NA,NA,6,87,83.90804598,NA,36.086187,-93.741303
"1:336","2020-7-03","Poultry (general) Polk County",NA,NA,"Polk","9","15",NA,NA,NA,3,24,62.5,NA,34.49958,-94.239712
"1:337","2020-7-03","Poultry (general) Pope County",NA,NA,"Pope","24","71",NA,NA,NA,10,95,74.73684211,NA,35.278417,-93.133786
"1:338","2020-7-03","Poultry (general) Sebastian County",NA,NA,"Sebastian","39","65",NA,NA,NA,23,104,62.5,NA,35.385924,-94.398548
"1:339","2020-7-03","Poultry (general) Sevier County",NA,NA,"Sevier","37","222",NA,NA,NA,14,259,85.71428571,NA,33.986786,-94.243888
"1:340","2020-7-03","Poultry (general) Washington County",NA,NA,"Washington","269","706",NA,NA,NA,86,975,72.41025641,NA,36.082156,-94.171854
"1:341","2020-7-03","Poultry (general) Yell County",NA,NA,"Yell","85","176",NA,NA,NA,41,261,67.43295019,NA,35.223141,-93.157953
"1:342","2020-7-03","Simmons Foods",NA,"Gentry","Benton","5","24",NA,NA,NA,5,29,82.75862069,30,36.29686,-94.44025
"1:343","2020-7-03","Southeast Poultry",NA,"Rogers","Benton","11","59",NA,NA,NA,6,70,84.28571429,NA,36.35182,-94.14769
"1:344","2020-7-03","Springdale Public School District",NA,"Springdale","Washington","5","8",NA,NA,NA,13,13,61.53846154,NA,36.177219,-94.209667
"1:345","2020-7-03","TMC Logistics",NA,"Bentonville","Benton","9","3",NA,NA,NA,7,12,25,NA,36.382163,-94.170813
"1:346","2020-7-03","Twin Rivers Foods",NA,"Atkins","Pope","7","35",NA,NA,NA,3,42,83.33333333,NA,35.242411,-92.9298
"1:347","2020-7-03","Tyson Berry St.",NA,"Springdale","Washington","102","203",NA,NA,NA,13,305,66.55737705,NA,36.1867,-94.1288
"1:348","2020-7-03","Tyson Broken Bow",NA,"Broken Bow","Out of State","5","40",NA,NA,NA,8,45,88.88888889,NA,34.029276,-94.739104
"1:349","2020-7-03","Tyson Clarksville",NA,"Clarksville","Johnson","20","58",NA,NA,NA,16,78,74.35897436,NA,35.45813,-93.461807
"1:350","2020-7-03","Tyson Dardanelle",NA,"Dardanelle","Yell","18","41",NA,NA,NA,10,59,69.49152542,NA,35.223968,-93.158723
"1:351","2020-7-03","Tyson Grannis",NA,"Grannis","Polk","5","24",NA,NA,NA,29,29,82.75862069,NA,34.228847,-94.258088
"1:352","2020-7-03","Tyson Green Forrest",NA,"Green Forrest","Carroll","10","26",NA,NA,NA,5,36,72.22222222,NA,36.3311,-93.42776
"1:353","2020-7-03","Tyson Mexican Origian",NA,"Fayetteville","Washington","13","29",NA,NA,NA,1,42,69.04761905,NA,36.035882,-94.171423
"1:354","2020-7-03","Tyson Olrich St.",NA,"Rogers","Washington","31","44",NA,NA,NA,8,75,58.66666667,NA,36.317781,-94.122539
"1:355","2020-7-03","Tyson Randall Road",NA,"Springdale","Washington","22","15",NA,NA,NA,1,37,40.54054054,NA,36.201311,-94.134535
"1:356","2020-7-03","Tyson Rogers Elm St",NA,"Rogers","Benton","123","114",NA,NA,NA,6,237,48.10126582,NA,36.3379,-94.115327
"1:357","2020-7-03","Tyson Tyler Road, Russellville",NA,"Russellville","Pope","11","13",NA,NA,NA,8,24,54.16666667,NA,35.26983,-93.086249
"1:358","2020-7-03","Tyson Van Buren",NA,"Van Buren","Crawford","31","36",NA,NA,NA,13,67,53.73134328,NA,35.425988,-94.3326
"1:359","2020-7-03","Wayne Farms",NA,"Danville","Yell","64","96",NA,NA,NA,32,160,60,NA,35.054,-93.3935
"1:284","2020-6-28","Poultry (general) All Counties",NA,NA,"All Counties","806","1805",NA,NA,NA,156,2611,69.1306013,NA,NA,NA
"1:285","2020-6-28","Simmons Foods",NA,"Gentry","Benton","7","17",NA,NA,NA,1,24,70.83333333,196,36.29686,-94.44025
"1:286","2020-6-28","Ozark Mountain Poultry/Georges",NA,"Rogers","Benton","28","243",NA,NA,NA,3,271,89.66789668,NA,36.34715,-94.12266
"1:287","2020-6-28","Southeast Poultry",NA,"Rogers","Benton","13","51",NA,NA,NA,7,64,79.6875,NA,36.35182,-94.14769
"1:288","2020-6-28","Tyson Rogers Elm St",NA,"Rogers","Benton","148","83",NA,NA,NA,5,231,35.93073593,NA,36.3379,-94.115327
"1:289","2020-6-28","Poultry (general) Benton County",NA,NA,"Benton","214","501",NA,NA,NA,42,715,70.06993007,NA,36.372852,-94.208817
"1:290","2020-6-28","Poultry (general)",NA,NA,"Carroll","13","36",NA,NA,NA,8,49,73.46938776,NA,36.345612,-93.513473
"1:291","2020-6-28","Tyson Green Forrest",NA,"Green Forrest","Carroll","10","21",NA,NA,NA,6,31,67.74193548,NA,36.3311,-93.42776
"1:292","2020-6-28","Tyson Van Buren",NA,"Van Buren","Crawford","34","20",NA,NA,NA,14,54,37.03703704,NA,35.425988,-94.3326
"1:293","2020-6-28","Poultry (general)",NA,NA,"Crawford","16","18",NA,NA,NA,5,34,52.94117647,NA,35.580745,-94.2147
"1:294","2020-6-28","Butterball Ozark",NA,"Ozark","Franklin","7","7",NA,NA,NA,1,14,50,NA,35.483804,-93.817801
"1:295","2020-6-28","Tyson Clarksville",NA,"Clarksville","Johnson","24","38",NA,NA,NA,8,62,61.29032258,NA,35.45813,-93.461807
"1:296","2020-6-28","Poultry (general) Johnson County",NA,NA,"Johnson","27","33",NA,NA,NA,10,60,55,NA,35.471472,-93.466573
"1:297","2020-6-28","Butterball Huntsville",NA,"Huntsville","Madison","29","111",NA,NA,NA,2,140,79.28571429,NA,36.10984,-93.736993
"1:298","2020-6-28","Poultry (general) Madison County",NA,NA,"Madison","21","60",NA,NA,NA,1,81,74.07407407,NA,36.086187,-93.741303
"1:299","2020-6-28","Tyson Broken Bow",NA,"Broken Bow","Out of State","12","25",NA,NA,NA,0,37,67.56756757,NA,34.029276,-94.739104
"1:300","2020-6-28","Poultry (general) Polk County",NA,NA,"Polk","9","15",NA,NA,NA,3,24,62.5,NA,34.49958,-94.239712
"1:301","2020-6-28","ConAgra",NA,"Russellville","Pope","7","8",NA,NA,NA,2,15,53.33333333,NA,35.275374,-93.094335
"1:302","2020-6-28","Twin Rivers Foods",NA,"Atkins","Pope","15","24",NA,NA,NA,6,39,61.53846154,NA,35.242411,-92.9298
"1:303","2020-6-28","Poultry (general) Pope County",NA,NA,"Pope","28","57",NA,NA,NA,10,85,67.05882353,NA,35.278417,-93.133786
"1:304","2020-6-28","Tyson Tyler Road, Russellville",NA,"Russellville","Pope","9","7",NA,NA,NA,3,16,43.75,NA,35.26983,-93.086249
"1:305","2020-6-28","Poultry (general) Sebastian County",NA,NA,"Sebastian","34","47",NA,NA,NA,12,81,58.02469136,NA,35.385924,-94.398548
"1:306","2020-6-28","OK Foods",NA,"Fort Smith","Sebastian","7","9",NA,NA,NA,3,16,56.25,NA,35.423771,-94.385184
